municipality_code_ibge;municipality_name;year;month;estimated_population;rainfall_mm;average_temperature;average_humidity;dengue_cases
3154606;Ribeirão das Neves;2017;10;346971;53.3;23.2;60.9;16
3154606;Ribeirão das Neves;2017;11;346971;140.0;21.6;78.0;13
3154606;Ribeirão das Neves;2017;12;346971;182.5;22.7;79.6;13
3154606;Ribeirão das Neves;2017;12;346971;182.5;22.7;79.6;5
3154606;Ribeirão das Neves;2018;1;346971;163.9;23.5;70.6;23
3154606;Ribeirão das Neves;2018;2;346971;187.2;22.3;81.3;42
3154606;Ribeirão das Neves;2018;3;346971;140.3;22.9;80.8;37
3154606;Ribeirão das Neves;2018;4;346971;48.3;20.7;77.8;55
3154606;Ribeirão das Neves;2018;5;346971;29.9;19.0;73.1;34
3154606;Ribeirão das Neves;2018;6;346971;4.4;19.1;73.6;15
3154606;Ribeirão das Neves;2018;7;346971;2.8;18.4;67.1;8
3154606;Ribeirão das Neves;2018;8;346971;36.5;19.3;70.7;13
3154606;Ribeirão das Neves;2018;9;346971;61.6;21.4;66.0;17
3154606;Ribeirão das Neves;2018;10;346971;97.4;22.9;72.3;13
3154606;Ribeirão das Neves;2018;11;346971;219.9;21.4;80.3;15
3154606;Ribeirão das Neves;2018;12;346971;212.9;22.6;78.6;20
3154606;Ribeirão das Neves;2018;12;346971;212.9;22.6;78.6;6
3154606;Ribeirão das Neves;2019;1;346971;24.5;24.5;65.4;138
3154606;Ribeirão das Neves;2019;2;346971;160.0;23.9;75.3;410
3154606;Ribeirão das Neves;2019;3;346971;88.7;23.2;76.9;2162
3154606;Ribeirão das Neves;2019;4;346971;34.6;22.7;74.9;3987
3154606;Ribeirão das Neves;2019;5;346971;36.6;21.0;76.4;3049
3154606;Ribeirão das Neves;2019;6;346971;0.6;18.9;69.2;723
3154606;Ribeirão das Neves;2019;7;346971;0.1;17.9;62.2;31
3154606;Ribeirão das Neves;2019;8;346971;7.1;19.9;62.0;78
3154606;Ribeirão das Neves;2019;9;346971;47.9;23.0;57.2;51
3154606;Ribeirão das Neves;2019;10;346971;76.5;23.7;60.7;58
3154606;Ribeirão das Neves;2019;11;346971;214.9;23.2;74.6;52
3154606;Ribeirão das Neves;2019;12;346971;213.2;22.8;77.9;321
3154606;Ribeirão das Neves;2019;12;346971;213.2;22.8;77.9;8
3154606;Ribeirão das Neves;2020;1;346971;319.3;23.5;81.9;38
3154606;Ribeirão das Neves;2020;2;346971;198.8;22.9;83.0;71
3154606;Ribeirão das Neves;2020;3;346971;197.0;21.8;80.4;124
3154606;Ribeirão das Neves;2020;4;346971;94.1;20.8;79.8;87
3154606;Ribeirão das Neves;2020;5;346971;46.9;18.1;75.2;88
3154606;Ribeirão das Neves;2020;6;346971;5.4;18.6;72.2;54
3154606;Ribeirão das Neves;2020;7;346971;2.0;18.8;70.1;26
3154606;Ribeirão das Neves;2020;8;346971;14.6;18.7;65.1;22
3154606;Ribeirão das Neves;2020;9;346971;5.9;22.8;53.7;16
3154606;Ribeirão das Neves;2020;10;346971;170.7;23.1;69.2;16
3154606;Ribeirão das Neves;2020;11;346971;105.5;21.9;75.4;39
3154606;Ribeirão das Neves;2020;12;346971;187.3;22.9;77.4;32
3154606;Ribeirão das Neves;2021;1;346971;129.8;23.3;70.5;36
3154606;Ribeirão das Neves;2021;2;346971;267.2;22.3;81.4;50
3154606;Ribeirão das Neves;2021;3;346971;61.8;22.7;74.0;45
3154606;Ribeirão das Neves;2021;4;346971;25.0;20.9;68.8;26
3154606;Ribeirão das Neves;2021;5;346971;3.0;20.0;69.0;18
3154606;Ribeirão das Neves;2021;6;346971;4.8;18.4;71.8;8
3154606;Ribeirão das Neves;2021;7;346971;0.0;17.0;59.9;21
3154606;Ribeirão das Neves;2021;8;346971;2.6;19.3;58.8;7
3154606;Ribeirão das Neves;2021;9;346971;1.4;23.8;52.8;18
3154606;Ribeirão das Neves;2021;10;346971;210.7;22.1;74.7;21
3154606;Ribeirão das Neves;2021;11;346971;351.6;21.5;77.9;0
3154606;Ribeirão das Neves;2021;12;346971;208.0;21.7;79.8;1
3154606;Ribeirão das Neves;2022;1;346971;378.7;22.5;79.8;67
3154606;Ribeirão das Neves;2022;2;346971;382.0;21.9;84.6;45
3154606;Ribeirão das Neves;2022;3;346971;9.2;23.6;65.3;114
3154606;Ribeirão das Neves;2022;4;346971;37.7;22.4;67.3;189
3154606;Ribeirão das Neves;2022;5;346971;14.8;18.5;68.1;299
3154606;Ribeirão das Neves;2022;6;346971;0.4;18.1;65.0;128
3154606;Ribeirão das Neves;2022;7;346971;0.3;18.3;63.2;53
3154606;Ribeirão das Neves;2022;8;346971;0.8;19.5;55.9;41
3154606;Ribeirão das Neves;2022;9;346971;50.8;21.2;61.0;29
3154606;Ribeirão das Neves;2022;10;346971;123.1;22.7;67.7;47
3154606;Ribeirão das Neves;2022;11;346971;260.1;20.8;75.9;48
3154606;Ribeirão das Neves;2022;12;346971;297.6;21.4;82.5;55
3154606;Ribeirão das Neves;2023;1;346971;387.8;21.8;84.2;166
3154606;Ribeirão das Neves;2023;2;346971;73.2;23.4;74.5;389
3154606;Ribeirão das Neves;2023;3;346971;41.8;23.7;65.7;2097
3154606;Ribeirão das Neves;2023;4;346971;51.5;21.7;73.3;3822
3154606;Ribeirão das Neves;2023;5;346971;2.3;19.0;70.7;1965
3154606;Ribeirão das Neves;2023;6;346971;10.3;17.4;71.1;544
3154606;Ribeirão das Neves;2023;7;346971;3.8;18.6;65.7;164
3154606;Ribeirão das Neves;2023;8;346971;24.2;20.5;62.8;113
3154606;Ribeirão das Neves;2023;9;346971;32.0;22.8;62.4;81
3154606;Ribeirão das Neves;2023;10;346971;134.4;23.9;72.0;143
3154606;Ribeirão das Neves;2023;11;346971;96.3;24.9;63.7;194
3154606;Ribeirão das Neves;2023;12;346971;154.9;24.0;73.3;186
3154606;Ribeirão das Neves;2023;12;346971;154.9;24.0;73.3;336
3154606;Ribeirão das Neves;2024;1;346971;247.7;23.3;82.0;5456
3154606;Ribeirão das Neves;2024;2;346971;206.8;22.9;79.6;14338
3154606;Ribeirão das Neves;2024;3;346971;125.9;23.7;78.2;12737
3154606;Ribeirão das Neves;2024;4;346971;32.5;22.5;71.4;4085
3154606;Ribeirão das Neves;2024;5;346971;0.4;21.4;66.3;1538
3154606;Ribeirão das Neves;2024;6;346971;0.0;19.4;61.3;499
3154606;Ribeirão das Neves;2024;7;346971;0.3;19.4;58.0;118
3154606;Ribeirão das Neves;2024;8;346971;0.4;20.7;51.4;109
3154606;Ribeirão das Neves;2024;9;346971;0.9;24.2;44.2;170
3154606;Ribeirão das Neves;2024;10;346971;120.9;23.5;67.2;145
3154606;Ribeirão das Neves;2024;11;346971;138.4;22.4;75.3;242
3154606;Ribeirão das Neves;2024;12;346971;193.8;23.1;77.9;201
3154606;Ribeirão das Neves;2024;12;346971;193.8;23.1;77.9;48
3154606;Ribeirão das Neves;2025;1;346971;225.2;23.1;80.1;438
3154606;Ribeirão das Neves;2025;2;346971;18.8;24.3;63.7;673
3154606;Ribeirão das Neves;2025;3;346971;86.1;24.1;68.5;665
3154606;Ribeirão das Neves;2025;4;346971;88.8;22.3;75.3;476
3154606;Ribeirão das Neves;2025;5;346971;3.2;20.4;66.0;316
3154606;Ribeirão das Neves;2025;6;346971;1.9;19.3;63.8;212
3154606;Ribeirão das Neves;2025;7;346971;1.1;18.7;56.7;126
3154606;Ribeirão das Neves;2025;8;346971;8.7;19.9;55.1;153
3154606;Ribeirão das Neves;2025;9;346971;17.8;22.2;54.8;196
3154606;Ribeirão das Neves;2025;10;346971;75.9;22.5;59.6;150
3154606;Ribeirão das Neves;2025;11;346971;151.1;22.8;72.3;13
3170107;Uberaba;2015;1;356781;107.6;26.0;64.6;67
3170107;Uberaba;2015;2;356781;272.2;23.6;79.0;183
3170107;Uberaba;2015;3;356781;335.3;22.8;84.1;549
3170107;Uberaba;2015;4;356781;81.2;22.9;78.4;1132
3170107;Uberaba;2015;5;356781;88.5;20.7;76.1;1251
3170107;Uberaba;2015;6;356781;27.0;20.4;69.8;436
3170107;Uberaba;2015;7;356781;11.5;21.4;63.4;137
3170107;Uberaba;2015;8;356781;4.5;22.8;46.4;92
3170107;Uberaba;2015;9;356781;101.4;25.0;55.4;55
3170107;Uberaba;2015;10;356781;88.1;27.8;50.5;107
3170107;Uberaba;2015;11;356781;193.0;25.1;77.0;371
3170107;Uberaba;2015;12;356781;268.7;24.6;77.4;336
3170107;Uberaba;2016;1;356781;361.4;23.6;83.6;1674
3170107;Uberaba;2016;2;356781;173.4;24.8;78.4;3240
3170107;Uberaba;2016;3;356781;234.1;24.1;79.0;3122
3170107;Uberaba;2016;4;356781;13.3;24.5;59.7;2074
3170107;Uberaba;2016;5;356781;8.2;22.2;65.9;712
3170107;Uberaba;2016;6;356781;46.1;19.6;68.1;131
3170107;Uberaba;2016;7;356781;0.0;21.7;48.6;93
3170107;Uberaba;2016;8;356781;19.6;22.9;49.2;64
3170107;Uberaba;2016;9;356781;1.8;25.4;45.4;64
3170107;Uberaba;2016;10;356781;148.1;24.7;64.9;138
3170107;Uberaba;2016;11;356781;287.2;23.3;77.3;171
3170107;Uberaba;2016;12;356781;318.8;24.1;77.7;211
3170107;Uberaba;2017;1;356781;209.6;24.1;77.2;211
3170107;Uberaba;2017;2;356781;88.3;24.2;73.1;185
3170107;Uberaba;2017;3;356781;87.2;24.1;72.4;283
3170107;Uberaba;2017;4;356781;80.7;23.3;71.0;277
3170107;Uberaba;2017;5;356781;34.8;22.1;70.2;126
3170107;Uberaba;2017;6;356781;6.5;20.3;63.2;90
3170107;Uberaba;2017;7;356781;0.3;19.1;53.4;52
3170107;Uberaba;2017;8;356781;3.8;23.0;46.8;66
3170107;Uberaba;2017;9;356781;27.5;25.0;35.5;114
3170107;Uberaba;2017;10;356781;86.6;25.9;52.5;146
3170107;Uberaba;2017;11;356781;206.5;23.6;73.3;127
3170107;Uberaba;2017;12;356781;174.1;23.7;78.0;118
3170107;Uberaba;2017;12;356781;174.1;23.7;78.0;61
3170107;Uberaba;2018;1;356781;196.2;24.0;75.4;305
3170107;Uberaba;2018;2;356781;143.6;23.4;78.9;389
3170107;Uberaba;2018;3;356781;78.3;24.7;74.0;486
3170107;Uberaba;2018;4;356781;47.6;22.4;70.7;709
3170107;Uberaba;2018;5;356781;17.6;21.1;60.9;436
3170107;Uberaba;2018;6;356781;2.5;21.8;60.3;280
3170107;Uberaba;2018;7;356781;3.6;21.3;49.8;185
3170107;Uberaba;2018;8;356781;17.6;22.0;54.7;80
3170107;Uberaba;2018;9;356781;46.9;24.0;53.3;132
3170107;Uberaba;2018;10;356781;96.3;24.7;71.1;137
3170107;Uberaba;2018;11;356781;306.9;23.1;78.3;144
3170107;Uberaba;2018;12;356781;191.5;24.3;74.3;207
3170107;Uberaba;2018;12;356781;191.5;24.3;74.3;92
3170107;Uberaba;2019;1;356781;78.6;25.3;68.6;642
3170107;Uberaba;2019;2;356781;220.5;24.2;77.6;1305
3170107;Uberaba;2019;3;356781;179.9;23.7;78.8;2523
3170107;Uberaba;2019;4;356781;115.6;23.1;76.0;2973
3170107;Uberaba;2019;5;356781;31.1;21.8;72.1;3052
3170107;Uberaba;2019;6;356781;0.2;20.4;59.2;1754
3170107;Uberaba;2019;7;356781;6.1;19.8;54.1;485
3170107;Uberaba;2019;8;356781;5.2;22.0;52.9;251
3170107;Uberaba;2019;9;356781;36.7;26.5;43.4;311
3170107;Uberaba;2019;10;356781;73.9;25.5;58.9;262
3170107;Uberaba;2019;11;356781;177.6;24.7;73.6;224
3170107;Uberaba;2019;12;356781;202.6;23.9;78.2;286
3170107;Uberaba;2019;12;356781;202.6;23.9;78.2;51
3170107;Uberaba;2020;1;356781;332.1;24.2;81.3;624
3170107;Uberaba;2020;2;356781;352.5;23.5;83.3;810
3170107;Uberaba;2020;3;356781;99.8;23.5;74.3;899
3170107;Uberaba;2020;4;356781;52.1;22.7;69.6;588
3170107;Uberaba;2020;5;356781;22.5;19.5;65.8;593
3170107;Uberaba;2020;6;356781;1.7;21.2;61.4;324
3170107;Uberaba;2020;7;356781;0.3;21.6;49.7;271
3170107;Uberaba;2020;8;356781;3.4;22.6;42.7;280
3170107;Uberaba;2020;9;356781;26.1;26.1;38.0;275
3170107;Uberaba;2020;10;356781;171.1;25.9;58.8;192
3170107;Uberaba;2020;11;356781;89.2;23.9;65.3;239
3170107;Uberaba;2020;12;356781;267.3;23.8;79.2;170
3170107;Uberaba;2021;1;356781;158.7;24.4;72.8;534
3170107;Uberaba;2021;2;356781;112.4;23.6;76.8;411
3170107;Uberaba;2021;3;356781;71.6;24.0;71.1;378
3170107;Uberaba;2021;4;356781;29.4;22.4;61.4;310
3170107;Uberaba;2021;5;356781;10.1;21.5;60.4;267
3170107;Uberaba;2021;6;356781;5.4;20.2;61.8;156
3170107;Uberaba;2021;7;356781;0.6;19.4;41.7;112
3170107;Uberaba;2021;8;356781;0.7;23.5;38.1;154
3170107;Uberaba;2021;9;356781;2.1;27.7;36.0;138
3170107;Uberaba;2021;10;356781;215.5;24.0;70.8;103
3170107;Uberaba;2021;11;356781;190.4;24.0;69.8;99
3170107;Uberaba;2021;12;356781;179.3;23.5;74.9;33
3170107;Uberaba;2022;1;356781;253.2;23.3;78.7;219
3170107;Uberaba;2022;2;356781;211.5;23.3;78.9;236
3170107;Uberaba;2022;3;356781;133.8;24.5;68.9;510
3170107;Uberaba;2022;4;356781;72.4;23.6;65.6;1925
3170107;Uberaba;2022;5;356781;43.9;19.6;64.4;2514
3170107;Uberaba;2022;6;356781;3.9;20.0;61.0;1145
3170107;Uberaba;2022;7;356781;0.0;21.6;44.8;1040
3170107;Uberaba;2022;8;356781;6.7;22.3;43.3;613
3170107;Uberaba;2022;9;356781;90.4;24.1;51.4;539
3170107;Uberaba;2022;10;356781;83.6;24.5;61.3;533
3170107;Uberaba;2022;11;356781;112.4;22.8;69.0;275
3170107;Uberaba;2022;12;356781;294.8;22.9;79.0;414
3170107;Uberaba;2023;1;356781;376.3;22.7;82.0;2278
3170107;Uberaba;2023;2;356781;154.9;23.7;78.3;3633
3170107;Uberaba;2023;3;356781;147.1;23.6;74.9;7454
3170107;Uberaba;2023;4;356781;150.7;21.9;77.3;9548
3170107;Uberaba;2023;5;356781;19.1;20.5;62.1;4625
3170107;Uberaba;2023;6;356781;4.4;19.1;63.3;1857
3170107;Uberaba;2023;7;356781;5.4;20.7;53.2;944
3170107;Uberaba;2023;8;356781;20.1;23.1;49.9;644
3170107;Uberaba;2023;9;356781;41.6;26.2;50.5;597
3170107;Uberaba;2023;10;356781;144.4;26.1;65.0;641
3170107;Uberaba;2023;11;356781;109.9;26.5;57.7;657
3170107;Uberaba;2023;12;356781;156.9;25.8;67.8;341
3170107;Uberaba;2023;12;356781;156.9;25.8;67.8;228
3170107;Uberaba;2024;1;356781;211.9;24.1;76.7;1678
3170107;Uberaba;2024;2;356781;112.5;24.2;75.0;4311
3170107;Uberaba;2024;3;356781;289.0;24.4;79.0;4557
3170107;Uberaba;2024;4;356781;25.4;24.0;68.4;4895
3170107;Uberaba;2024;5;356781;2.8;22.2;60.3;4095
3170107;Uberaba;2024;6;356781;0.0;21.0;52.5;2702
3170107;Uberaba;2024;7;356781;0.5;21.5;46.2;1028
3170107;Uberaba;2024;8;356781;1.1;22.2;41.1;722
3170107;Uberaba;2024;9;356781;2.1;27.5;30.8;851
3170107;Uberaba;2024;10;356781;204.6;25.8;61.1;640
3170107;Uberaba;2024;11;356781;190.1;23.8;75.0;737
3170107;Uberaba;2024;12;356781;300.0;23.9;78.9;1102
3170107;Uberaba;2024;12;356781;300.0;23.9;78.9;394
3170107;Uberaba;2025;1;356781;183.5;24.0;78.1;2793
3170107;Uberaba;2025;2;356781;121.8;24.8;69.3;4541
3170107;Uberaba;2025;3;356781;92.6;25.2;65.2;7797
3170107;Uberaba;2025;4;356781;130.6;23.1;77.2;4039
3170107;Uberaba;2025;5;356781;10.3;21.1;64.7;3593
3170107;Uberaba;2025;6;356781;30.0;20.2;63.1;1560
3170107;Uberaba;2025;7;356781;2.0;20.4;50.9;408
3170107;Uberaba;2025;8;356781;16.2;22.2;42.2;278
3170107;Uberaba;2025;9;356781;25.0;25.0;43.4;318
3170107;Uberaba;2025;10;356781;128.6;24.3;56.2;325
3170107;Uberaba;2025;11;356781;95.4;24.1;69.1;7
3170206;Uberlândia;2015;1;761835;90.1;25.1;64.6;422
3170206;Uberlândia;2015;2;761835;204.2;22.8;79.4;1157
3170206;Uberlândia;2015;3;761835;198.4;22.2;84.3;4182
3170206;Uberlândia;2015;4;761835;75.0;22.2;80.9;5826
3170206;Uberlândia;2015;5;761835;69.2;20.0;77.7;5998
3170206;Uberlândia;2015;6;761835;14.4;19.6;69.9;1229
3170206;Uberlândia;2015;7;761835;6.9;20.4;63.8;300
3170206;Uberlândia;2015;8;761835;0.7;21.8;47.3;131
3170206;Uberlândia;2015;9;761835;59.6;24.7;52.5;73
3170206;Uberlândia;2015;10;761835;56.3;27.4;48.3;83
3170206;Uberlândia;2015;11;761835;135.9;24.7;74.7;230
3170206;Uberlândia;2015;12;761835;168.8;24.1;75.8;255
3170206;Uberlândia;2016;1;761835;430.1;22.6;86.1;751
3170206;Uberlândia;2016;2;761835;111.0;24.0;78.8;2179
3170206;Uberlândia;2016;3;761835;156.8;23.4;79.5;2759
3170206;Uberlândia;2016;4;761835;14.6;23.6;61.7;3522
3170206;Uberlândia;2016;5;761835;6.9;22.0;63.9;2286
3170206;Uberlândia;2016;6;761835;15.5;19.7;62.6;477
3170206;Uberlândia;2016;7;761835;0.0;20.7;49.3;223
3170206;Uberlândia;2016;8;761835;10.8;22.0;50.0;118
3170206;Uberlândia;2016;9;761835;4.2;25.0;44.4;127
3170206;Uberlândia;2016;10;761835;233.1;23.9;64.8;123
3170206;Uberlândia;2016;11;761835;234.0;22.6;78.2;181
3170206;Uberlândia;2016;12;761835;240.6;23.3;78.7;243
3170206;Uberlândia;2017;1;761835;152.1;23.3;78.5;414
3170206;Uberlândia;2017;2;761835;87.0;23.1;77.3;446
3170206;Uberlândia;2017;3;761835;70.0;23.2;74.9;570
3170206;Uberlândia;2017;4;761835;61.6;22.5;73.4;765
3170206;Uberlândia;2017;5;761835;22.7;21.2;72.0;489
3170206;Uberlândia;2017;6;761835;1.7;19.7;63.8;267
3170206;Uberlândia;2017;7;761835;0.0;18.2;55.4;198
3170206;Uberlândia;2017;8;761835;0.4;21.9;48.4;214
3170206;Uberlândia;2017;9;761835;24.3;23.1;41.2;146
3170206;Uberlândia;2017;10;761835;81.5;24.8;53.9;107
3170206;Uberlândia;2017;11;761835;172.3;22.4;77.9;104
3170206;Uberlândia;2017;12;761835;143.7;22.7;81.7;187
3170206;Uberlândia;2017;12;761835;143.7;22.7;81.7;120
3170206;Uberlândia;2018;1;761835;166.6;23.0;76.8;270
3170206;Uberlândia;2018;2;761835;159.8;22.5;81.6;292
3170206;Uberlândia;2018;3;761835;80.8;23.6;77.6;323
3170206;Uberlândia;2018;4;761835;44.6;21.7;73.7;935
3170206;Uberlândia;2018;5;761835;14.7;20.0;65.4;768
3170206;Uberlândia;2018;6;761835;1.0;20.5;63.7;332
3170206;Uberlândia;2018;7;761835;0.0;19.8;54.5;209
3170206;Uberlândia;2018;8;761835;7.0;21.2;55.9;84
3170206;Uberlândia;2018;9;761835;30.6;23.0;54.1;146
3170206;Uberlândia;2018;10;761835;128.7;24.1;71.6;180
3170206;Uberlândia;2018;11;761835;258.4;22.0;82.7;266
3170206;Uberlândia;2018;12;761835;160.5;23.3;77.3;532
3170206;Uberlândia;2018;12;761835;160.5;23.3;77.3;249
3170206;Uberlândia;2019;1;761835;45.6;24.6;68.2;2543
3170206;Uberlândia;2019;2;761835;188.7;23.6;78.7;6869
3170206;Uberlândia;2019;3;761835;137.0;22.9;81.1;11626
3170206;Uberlândia;2019;4;761835;100.1;22.3;78.3;8280
3170206;Uberlândia;2019;5;761835;20.9;21.6;71.2;4029
3170206;Uberlândia;2019;6;761835;0.0;19.8;59.9;972
3170206;Uberlândia;2019;7;761835;0.8;19.3;53.2;270
3170206;Uberlândia;2019;8;761835;2.9;21.8;50.3;154
3170206;Uberlândia;2019;9;761835;35.1;25.8;42.2;380
3170206;Uberlândia;2019;10;761835;54.6;24.9;57.8;181
3170206;Uberlândia;2019;11;761835;188.1;24.1;74.1;195
3170206;Uberlândia;2019;12;761835;233.2;22.9;81.4;253
3170206;Uberlândia;2019;12;761835;233.2;22.9;81.4;64
3170206;Uberlândia;2020;1;761835;369.6;23.3;84.4;595
3170206;Uberlândia;2020;2;761835;228.2;22.5;86.6;664
3170206;Uberlândia;2020;3;761835;113.1;22.6;78.4;799
3170206;Uberlândia;2020;4;761835;43.8;21.9;72.8;326
3170206;Uberlândia;2020;5;761835;17.1;18.9;67.5;493
3170206;Uberlândia;2020;6;761835;1.1;20.2;63.4;454
3170206;Uberlândia;2020;7;761835;0.0;20.6;52.3;301
3170206;Uberlândia;2020;8;761835;2.2;21.5;45.5;277
3170206;Uberlândia;2020;9;761835;15.0;25.1;37.7;253
3170206;Uberlândia;2020;10;761835;147.6;25.5;57.9;224
3170206;Uberlândia;2020;11;761835;78.9;23.6;63.0;216
3170206;Uberlândia;2020;12;761835;205.3;23.6;76.7;224
3170206;Uberlândia;2021;1;761835;129.2;23.8;71.8;355
3170206;Uberlândia;2021;2;761835;209.5;22.7;80.3;225
3170206;Uberlândia;2021;3;761835;59.2;23.1;72.9;184
3170206;Uberlândia;2021;4;761835;22.2;22.3;58.9;190
3170206;Uberlândia;2021;5;761835;6.4;21.4;57.6;173
3170206;Uberlândia;2021;6;761835;4.1;20.2;57.8;135
3170206;Uberlândia;2021;7;761835;0.4;18.9;41.7;127
3170206;Uberlândia;2021;8;761835;2.4;22.6;39.1;174
3170206;Uberlândia;2021;9;761835;8.5;26.8;35.8;153
3170206;Uberlândia;2021;10;761835;160.7;23.6;70.0;293
3170206;Uberlândia;2021;11;761835;177.0;23.0;73.0;224
3170206;Uberlândia;2021;12;761835;166.3;22.9;76.5;112
3170206;Uberlândia;2022;1;761835;210.3;22.5;80.8;393
3170206;Uberlândia;2022;2;761835;185.0;22.3;82.1;629
3170206;Uberlândia;2022;3;761835;73.3;23.5;70.7;1290
3170206;Uberlândia;2022;4;761835;27.6;23.2;64.1;2201
3170206;Uberlândia;2022;5;761835;23.6;19.2;63.1;2282
3170206;Uberlândia;2022;6;761835;6.5;19.6;59.6;1034
3170206;Uberlândia;2022;7;761835;0.0;20.3;47.9;420
3170206;Uberlândia;2022;8;761835;13.4;21.4;44.4;329
3170206;Uberlândia;2022;9;761835;78.7;23.9;48.6;459
3170206;Uberlândia;2022;10;761835;85.3;24.0;60.5;467
3170206;Uberlândia;2022;11;761835;118.0;22.3;69.1;535
3170206;Uberlândia;2022;12;761835;343.0;22.1;81.4;506
3170206;Uberlândia;2023;1;761835;320.1;21.8;84.7;1757
3170206;Uberlândia;2023;2;761835;77.4;23.1;78.7;4260
3170206;Uberlândia;2023;3;761835;71.4;23.0;74.3;8743
3170206;Uberlândia;2023;4;761835;109.9;21.6;77.5;10851
3170206;Uberlândia;2023;5;761835;10.7;20.2;60.1;6125
3170206;Uberlândia;2023;6;761835;6.6;18.7;61.3;1807
3170206;Uberlândia;2023;7;761835;3.3;20.4;51.7;1007
3170206;Uberlândia;2023;8;761835;33.3;22.6;49.4;568
3170206;Uberlândia;2023;9;761835;26.6;25.8;49.9;502
3170206;Uberlândia;2023;10;761835;131.1;25.8;64.1;683
3170206;Uberlândia;2023;11;761835;70.4;26.0;58.1;535
3170206;Uberlândia;2023;12;761835;126.0;25.0;69.7;393
3170206;Uberlândia;2023;12;761835;126.0;25.0;69.7;366
3170206;Uberlândia;2024;1;761835;192.3;23.6;77.4;4558
3170206;Uberlândia;2024;2;761835;132.4;23.4;77.1;9306
3170206;Uberlândia;2024;3;761835;206.9;23.9;79.5;8425
3170206;Uberlândia;2024;4;761835;26.0;23.3;70.6;3311
3170206;Uberlândia;2024;5;761835;1.8;22.1;58.7;2829
3170206;Uberlândia;2024;6;761835;0.2;20.5;52.9;1151
3170206;Uberlândia;2024;7;761835;0.0;21.0;45.1;426
3170206;Uberlândia;2024;8;761835;0.0;21.9;39.3;239
3170206;Uberlândia;2024;9;761835;10.9;26.5;31.2;514
3170206;Uberlândia;2024;10;761835;183.4;24.9;64.6;373
3170206;Uberlândia;2024;11;761835;210.2;23.0;78.2;597
3170206;Uberlândia;2024;12;761835;249.4;23.3;79.4;1114
3170206;Uberlândia;2024;12;761835;249.4;23.3;79.4;358
3170206;Uberlândia;2025;1;761835;204.7;23.4;79.9;3771
3170206;Uberlândia;2025;2;761835;99.7;24.5;67.8;5935
3170206;Uberlândia;2025;3;761835;96.4;24.7;66.4;7380
3170206;Uberlândia;2025;4;761835;132.5;22.8;78.1;4884
3170206;Uberlândia;2025;5;761835;1.6;21.2;62.6;3946
3170206;Uberlândia;2025;6;761835;17.9;20.3;60.5;1773
3170206;Uberlândia;2025;7;761835;1.7;20.3;49.3;529
3170206;Uberlândia;2025;8;761835;9.2;22.2;39.4;700
3170206;Uberlândia;2025;9;761835;44.1;24.9;42.1;863
3170206;Uberlândia;2025;10;761835;87.9;24.2;54.5;684
3170206;Uberlândia;2025;11;761835;80.5;24.2;65.8;8
