id;year;month;municipality_code_ibge;municipality_name;dengue_cases;estimated_population;rainfall_mm;average_temperature;average_humidity
716;2017;12;3154606;Ribeiṛo das Neves;13;346971;182.5;22.7;79.6
717;2017;12;3154606;Ribeiṛo das Neves;5;346971;182.5;22.7;79.6
718;2018;1;3154606;Ribeiṛo das Neves;23;346971;163.9;23.5;70.6
719;2018;2;3154606;Ribeiṛo das Neves;42;346971;187.2;22.3;81.3
720;2018;3;3154606;Ribeiṛo das Neves;37;346971;140.3;22.9;80.8
721;2018;4;3154606;Ribeiṛo das Neves;55;346971;48.3;20.7;77.8
722;2018;5;3154606;Ribeiṛo das Neves;34;346971;29.9;19.0;73.1
723;2018;6;3154606;Ribeiṛo das Neves;15;346971;4.4;19.1;73.6
724;2018;7;3154606;Ribeiṛo das Neves;8;346971;2.8;18.4;67.1
725;2018;8;3154606;Ribeiṛo das Neves;13;346971;36.5;19.3;70.7
726;2018;9;3154606;Ribeiṛo das Neves;17;346971;61.6;21.4;66.0
727;2018;10;3154606;Ribeiṛo das Neves;13;346971;97.4;22.9;72.3
728;2018;11;3154606;Ribeiṛo das Neves;15;346971;219.9;21.4;80.3
729;2018;12;3154606;Ribeiṛo das Neves;20;346971;212.9;22.6;78.6
730;2018;12;3154606;Ribeiṛo das Neves;6;346971;212.9;22.6;78.6
731;2019;1;3154606;Ribeiṛo das Neves;138;346971;24.5;24.5;65.4
732;2019;2;3154606;Ribeiṛo das Neves;410;346971;160.0;23.9;75.3
733;2019;3;3154606;Ribeiṛo das Neves;2162;346971;88.7;23.2;76.9
734;2019;4;3154606;Ribeiṛo das Neves;3987;346971;34.6;22.7;74.9
735;2019;5;3154606;Ribeiṛo das Neves;3049;346971;36.6;21.0;76.4
736;2019;6;3154606;Ribeiṛo das Neves;723;346971;0.6;18.9;69.2
737;2019;7;3154606;Ribeiṛo das Neves;31;346971;0.1;17.9;62.2
738;2019;8;3154606;Ribeiṛo das Neves;78;346971;7.1;19.9;62.0
739;2019;9;3154606;Ribeiṛo das Neves;51;346971;47.9;23.0;57.2
740;2019;10;3154606;Ribeiṛo das Neves;58;346971;76.5;23.7;60.7
741;2019;11;3154606;Ribeiṛo das Neves;52;346971;214.9;23.2;74.6
742;2019;12;3154606;Ribeiṛo das Neves;321;346971;213.2;22.8;77.9
743;2019;12;3154606;Ribeiṛo das Neves;8;346971;213.2;22.8;77.9
744;2020;1;3154606;Ribeiṛo das Neves;38;346971;319.3;23.5;81.9
745;2020;2;3154606;Ribeiṛo das Neves;71;346971;198.8;22.9;83.0
746;2020;3;3154606;Ribeiṛo das Neves;124;346971;197.0;21.8;80.4
747;2020;4;3154606;Ribeiṛo das Neves;87;346971;94.1;20.8;79.8
748;2020;5;3154606;Ribeiṛo das Neves;88;346971;46.9;18.1;75.2
749;2020;6;3154606;Ribeiṛo das Neves;54;346971;5.4;18.6;72.2
750;2020;7;3154606;Ribeiṛo das Neves;26;346971;2.0;18.8;70.1
751;2020;8;3154606;Ribeiṛo das Neves;22;346971;14.6;18.7;65.1
752;2020;9;3154606;Ribeiṛo das Neves;16;346971;5.9;22.8;53.7
753;2020;10;3154606;Ribeiṛo das Neves;16;346971;170.7;23.1;69.2
754;2020;11;3154606;Ribeiṛo das Neves;39;346971;105.5;21.9;75.4
755;2020;12;3154606;Ribeiṛo das Neves;32;346971;187.3;22.9;77.4
756;2021;1;3154606;Ribeiṛo das Neves;36;346971;129.8;23.3;70.5
757;2021;2;3154606;Ribeiṛo das Neves;50;346971;267.2;22.3;81.4
758;2021;3;3154606;Ribeiṛo das Neves;45;346971;61.8;22.7;74.0
759;2021;4;3154606;Ribeiṛo das Neves;26;346971;25.0;20.9;68.8
760;2021;5;3154606;Ribeiṛo das Neves;18;346971;3.0;20.0;69.0
761;2021;6;3154606;Ribeiṛo das Neves;8;346971;4.8;18.4;71.8
762;2021;7;3154606;Ribeiṛo das Neves;21;346971;0.0;17.0;59.9
763;2021;8;3154606;Ribeiṛo das Neves;7;346971;2.6;19.3;58.8
764;2021;9;3154606;Ribeiṛo das Neves;18;346971;1.4;23.8;52.8
765;2021;10;3154606;Ribeiṛo das Neves;21;346971;210.7;22.1;74.7
766;2021;11;3154606;Ribeiṛo das Neves;0;346971;351.6;21.5;77.9
767;2021;12;3154606;Ribeiṛo das Neves;1;346971;208.0;21.7;79.8
768;2022;1;3154606;Ribeiṛo das Neves;67;346971;378.7;22.5;79.8
769;2022;2;3154606;Ribeiṛo das Neves;45;346971;382.0;21.9;84.6
770;2022;3;3154606;Ribeiṛo das Neves;114;346971;9.2;23.6;65.3
771;2022;4;3154606;Ribeiṛo das Neves;189;346971;37.7;22.4;67.3
772;2022;5;3154606;Ribeiṛo das Neves;299;346971;14.8;18.5;68.1
773;2022;6;3154606;Ribeiṛo das Neves;128;346971;0.4;18.1;65.0
774;2022;7;3154606;Ribeiṛo das Neves;53;346971;0.3;18.3;63.2
775;2022;8;3154606;Ribeiṛo das Neves;41;346971;0.8;19.5;55.9
776;2022;9;3154606;Ribeiṛo das Neves;29;346971;50.8;21.2;61.0
777;2022;10;3154606;Ribeiṛo das Neves;47;346971;123.1;22.7;67.7
778;2022;11;3154606;Ribeiṛo das Neves;48;346971;260.1;20.8;75.9
779;2022;12;3154606;Ribeiṛo das Neves;55;346971;297.6;21.4;82.5
780;2023;1;3154606;Ribeiṛo das Neves;166;346971;387.8;21.8;84.2
781;2023;2;3154606;Ribeiṛo das Neves;389;346971;73.2;23.4;74.5
782;2023;3;3154606;Ribeiṛo das Neves;2097;346971;41.8;23.7;65.7
783;2023;4;3154606;Ribeiṛo das Neves;3822;346971;51.5;21.7;73.3
784;2023;5;3154606;Ribeiṛo das Neves;1965;346971;2.3;19.0;70.7
785;2023;6;3154606;Ribeiṛo das Neves;544;346971;10.3;17.4;71.1
786;2023;7;3154606;Ribeiṛo das Neves;164;346971;3.8;18.6;65.7
787;2023;8;3154606;Ribeiṛo das Neves;113;346971;24.2;20.5;62.8
788;2023;9;3154606;Ribeiṛo das Neves;81;346971;32.0;22.8;62.4
789;2023;10;3154606;Ribeiṛo das Neves;143;346971;134.4;23.9;72.0
790;2023;11;3154606;Ribeiṛo das Neves;194;346971;96.3;24.9;63.7
791;2023;12;3154606;Ribeiṛo das Neves;186;346971;154.9;24.0;73.3
792;2023;12;3154606;Ribeiṛo das Neves;336;346971;154.9;24.0;73.3
793;2024;1;3154606;Ribeiṛo das Neves;5456;346971;247.7;23.3;82.0
794;2024;2;3154606;Ribeiṛo das Neves;14338;346971;206.8;22.9;79.6
795;2024;3;3154606;Ribeiṛo das Neves;12737;346971;125.9;23.7;78.2
796;2024;4;3154606;Ribeiṛo das Neves;4085;346971;32.5;22.5;71.4
797;2024;5;3154606;Ribeiṛo das Neves;1538;346971;0.4;21.4;66.3
798;2024;6;3154606;Ribeiṛo das Neves;499;346971;0.0;19.4;61.3
799;2024;7;3154606;Ribeiṛo das Neves;118;346971;0.3;19.4;58.0
800;2024;8;3154606;Ribeiṛo das Neves;109;346971;0.4;20.7;51.4
801;2024;9;3154606;Ribeiṛo das Neves;170;346971;0.9;24.2;44.2
802;2024;10;3154606;Ribeiṛo das Neves;145;346971;120.9;23.5;67.2
803;2024;11;3154606;Ribeiṛo das Neves;242;346971;138.4;22.4;75.3
804;2024;12;3154606;Ribeiṛo das Neves;201;346971;193.8;23.1;77.9
805;2024;12;3154606;Ribeiṛo das Neves;48;346971;193.8;23.1;77.9
806;2025;1;3154606;Ribeiṛo das Neves;438;346971;225.2;23.1;80.1
807;2025;2;3154606;Ribeiṛo das Neves;673;346971;18.8;24.3;63.7
808;2025;3;3154606;Ribeiṛo das Neves;665;346971;86.1;24.1;68.5
809;2025;4;3154606;Ribeiṛo das Neves;476;346971;88.8;22.3;75.3
810;2025;5;3154606;Ribeiṛo das Neves;316;346971;3.2;20.4;66.0
811;2025;6;3154606;Ribeiṛo das Neves;212;346971;1.9;19.3;63.8
812;2025;7;3154606;Ribeiṛo das Neves;126;346971;1.1;18.7;56.7
813;2025;8;3154606;Ribeiṛo das Neves;153;346971;8.7;19.9;55.1
814;2025;9;3154606;Ribeiṛo das Neves;196;346971;17.8;22.2;54.8
815;2025;10;3154606;Ribeiṛo das Neves;150;346971;75.9;22.5;59.6
817;2015;1;3170107;Uberaba;67;356781;107.6;26.0;64.6
818;2015;2;3170107;Uberaba;183;356781;272.2;23.6;79.0
819;2015;3;3170107;Uberaba;549;356781;335.3;22.8;84.1
820;2015;4;3170107;Uberaba;1132;356781;81.2;22.9;78.4
821;2015;5;3170107;Uberaba;1251;356781;88.5;20.7;76.1
822;2015;6;3170107;Uberaba;436;356781;27.0;20.4;69.8
823;2015;7;3170107;Uberaba;137;356781;11.5;21.4;63.4
824;2015;8;3170107;Uberaba;92;356781;4.5;22.8;46.4
825;2015;9;3170107;Uberaba;55;356781;101.4;25.0;55.4
826;2015;10;3170107;Uberaba;107;356781;88.1;27.8;50.5
827;2015;11;3170107;Uberaba;371;356781;193.0;25.1;77.0
828;2015;12;3170107;Uberaba;336;356781;268.7;24.6;77.4
829;2016;1;3170107;Uberaba;1674;356781;361.4;23.6;83.6
830;2016;2;3170107;Uberaba;3240;356781;173.4;24.8;78.4
831;2016;3;3170107;Uberaba;3122;356781;234.1;24.1;79.0
832;2016;4;3170107;Uberaba;2074;356781;13.3;24.5;59.7
833;2016;5;3170107;Uberaba;712;356781;8.2;22.2;65.9
834;2016;6;3170107;Uberaba;131;356781;46.1;19.6;68.1
835;2016;7;3170107;Uberaba;93;356781;0.0;21.7;48.6
836;2016;8;3170107;Uberaba;64;356781;19.6;22.9;49.2
837;2016;9;3170107;Uberaba;64;356781;1.8;25.4;45.4
838;2016;10;3170107;Uberaba;138;356781;148.1;24.7;64.9
839;2016;11;3170107;Uberaba;171;356781;287.2;23.3;77.3
840;2016;12;3170107;Uberaba;211;356781;318.8;24.1;77.7
841;2017;1;3170107;Uberaba;211;356781;209.6;24.1;77.2
842;2017;2;3170107;Uberaba;185;356781;88.3;24.2;73.1
843;2017;3;3170107;Uberaba;283;356781;87.2;24.1;72.4
844;2017;4;3170107;Uberaba;277;356781;80.7;23.3;71.0
845;2017;5;3170107;Uberaba;126;356781;34.8;22.1;70.2
846;2017;6;3170107;Uberaba;90;356781;6.5;20.3;63.2
847;2017;7;3170107;Uberaba;52;356781;0.3;19.1;53.4
848;2017;8;3170107;Uberaba;66;356781;3.8;23.0;46.8
849;2017;9;3170107;Uberaba;114;356781;27.5;25.0;35.5
850;2017;10;3170107;Uberaba;146;356781;86.6;25.9;52.5
851;2017;11;3170107;Uberaba;127;356781;206.5;23.6;73.3
852;2017;12;3170107;Uberaba;118;356781;174.1;23.7;78.0
853;2017;12;3170107;Uberaba;61;356781;174.1;23.7;78.0
854;2018;1;3170107;Uberaba;305;356781;196.2;24.0;75.4
855;2018;2;3170107;Uberaba;389;356781;143.6;23.4;78.9
856;2018;3;3170107;Uberaba;486;356781;78.3;24.7;74.0
857;2018;4;3170107;Uberaba;709;356781;47.6;22.4;70.7
858;2018;5;3170107;Uberaba;436;356781;17.6;21.1;60.9
859;2018;6;3170107;Uberaba;280;356781;2.5;21.8;60.3
860;2018;7;3170107;Uberaba;185;356781;3.6;21.3;49.8
861;2018;8;3170107;Uberaba;80;356781;17.6;22.0;54.7
862;2018;9;3170107;Uberaba;132;356781;46.9;24.0;53.3
863;2018;10;3170107;Uberaba;137;356781;96.3;24.7;71.1
864;2018;11;3170107;Uberaba;144;356781;306.9;23.1;78.3
865;2018;12;3170107;Uberaba;207;356781;191.5;24.3;74.3
866;2018;12;3170107;Uberaba;92;356781;191.5;24.3;74.3
867;2019;1;3170107;Uberaba;642;356781;78.6;25.3;68.6
868;2019;2;3170107;Uberaba;1305;356781;220.5;24.2;77.6
869;2019;3;3170107;Uberaba;2523;356781;179.9;23.7;78.8
870;2019;4;3170107;Uberaba;2973;356781;115.6;23.1;76.0
871;2019;5;3170107;Uberaba;3052;356781;31.1;21.8;72.1
872;2019;6;3170107;Uberaba;1754;356781;0.2;20.4;59.2
873;2019;7;3170107;Uberaba;485;356781;6.1;19.8;54.1
874;2019;8;3170107;Uberaba;251;356781;5.2;22.0;52.9
875;2019;9;3170107;Uberaba;311;356781;36.7;26.5;43.4
876;2019;10;3170107;Uberaba;262;356781;73.9;25.5;58.9
877;2019;11;3170107;Uberaba;224;356781;177.6;24.7;73.6
878;2019;12;3170107;Uberaba;286;356781;202.6;23.9;78.2
879;2019;12;3170107;Uberaba;51;356781;202.6;23.9;78.2
880;2020;1;3170107;Uberaba;624;356781;332.1;24.2;81.3
881;2020;2;3170107;Uberaba;810;356781;352.5;23.5;83.3
882;2020;3;3170107;Uberaba;899;356781;99.8;23.5;74.3
883;2020;4;3170107;Uberaba;588;356781;52.1;22.7;69.6
884;2020;5;3170107;Uberaba;593;356781;22.5;19.5;65.8
885;2020;6;3170107;Uberaba;324;356781;1.7;21.2;61.4
886;2020;7;3170107;Uberaba;271;356781;0.3;21.6;49.7
887;2020;8;3170107;Uberaba;280;356781;3.4;22.6;42.7
888;2020;9;3170107;Uberaba;275;356781;26.1;26.1;38.0
889;2020;10;3170107;Uberaba;192;356781;171.1;25.9;58.8
890;2020;11;3170107;Uberaba;239;356781;89.2;23.9;65.3
891;2020;12;3170107;Uberaba;170;356781;267.3;23.8;79.2
892;2021;1;3170107;Uberaba;534;356781;158.7;24.4;72.8
893;2021;2;3170107;Uberaba;411;356781;112.4;23.6;76.8
894;2021;3;3170107;Uberaba;378;356781;71.6;24.0;71.1
895;2021;4;3170107;Uberaba;310;356781;29.4;22.4;61.4
896;2021;5;3170107;Uberaba;267;356781;10.1;21.5;60.4
897;2021;6;3170107;Uberaba;156;356781;5.4;20.2;61.8
898;2021;7;3170107;Uberaba;112;356781;0.6;19.4;41.7
899;2021;8;3170107;Uberaba;154;356781;0.7;23.5;38.1
900;2021;9;3170107;Uberaba;138;356781;2.1;27.7;36.0
901;2021;10;3170107;Uberaba;103;356781;215.5;24.0;70.8
902;2021;11;3170107;Uberaba;99;356781;190.4;24.0;69.8
903;2021;12;3170107;Uberaba;33;356781;179.3;23.5;74.9
904;2022;1;3170107;Uberaba;219;356781;253.2;23.3;78.7
905;2022;2;3170107;Uberaba;236;356781;211.5;23.3;78.9
906;2022;3;3170107;Uberaba;510;356781;133.8;24.5;68.9
907;2022;4;3170107;Uberaba;1925;356781;72.4;23.6;65.6
908;2022;5;3170107;Uberaba;2514;356781;43.9;19.6;64.4
909;2022;6;3170107;Uberaba;1145;356781;3.9;20.0;61.0
910;2022;7;3170107;Uberaba;1040;356781;0.0;21.6;44.8
911;2022;8;3170107;Uberaba;613;356781;6.7;22.3;43.3
912;2022;9;3170107;Uberaba;539;356781;90.4;24.1;51.4
913;2022;10;3170107;Uberaba;533;356781;83.6;24.5;61.3
914;2022;11;3170107;Uberaba;275;356781;112.4;22.8;69.0
915;2022;12;3170107;Uberaba;414;356781;294.8;22.9;79.0
916;2023;1;3170107;Uberaba;2278;356781;376.3;22.7;82.0
917;2023;2;3170107;Uberaba;3633;356781;154.9;23.7;78.3
918;2023;3;3170107;Uberaba;7454;356781;147.1;23.6;74.9
919;2023;4;3170107;Uberaba;9548;356781;150.7;21.9;77.3
920;2023;5;3170107;Uberaba;4625;356781;19.1;20.5;62.1
921;2023;6;3170107;Uberaba;1857;356781;4.4;19.1;63.3
922;2023;7;3170107;Uberaba;944;356781;5.4;20.7;53.2
923;2023;8;3170107;Uberaba;644;356781;20.1;23.1;49.9
924;2023;9;3170107;Uberaba;597;356781;41.6;26.2;50.5
925;2023;10;3170107;Uberaba;641;356781;144.4;26.1;65.0
926;2023;11;3170107;Uberaba;657;356781;109.9;26.5;57.7
927;2023;12;3170107;Uberaba;341;356781;156.9;25.8;67.8
928;2023;12;3170107;Uberaba;228;356781;156.9;25.8;67.8
929;2024;1;3170107;Uberaba;1678;356781;211.9;24.1;76.7
930;2024;2;3170107;Uberaba;4311;356781;112.5;24.2;75.0
931;2024;3;3170107;Uberaba;4557;356781;289.0;24.4;79.0
932;2024;4;3170107;Uberaba;4895;356781;25.4;24.0;68.4
933;2024;5;3170107;Uberaba;4095;356781;2.8;22.2;60.3
934;2024;6;3170107;Uberaba;2702;356781;0.0;21.0;52.5
935;2024;7;3170107;Uberaba;1028;356781;0.5;21.5;46.2
936;2024;8;3170107;Uberaba;722;356781;1.1;22.2;41.1
937;2024;9;3170107;Uberaba;851;356781;2.1;27.5;30.8
938;2024;10;3170107;Uberaba;640;356781;204.6;25.8;61.1
939;2024;11;3170107;Uberaba;737;356781;190.1;23.8;75.0
940;2024;12;3170107;Uberaba;1102;356781;300.0;23.9;78.9
941;2024;12;3170107;Uberaba;394;356781;300.0;23.9;78.9
942;2025;1;3170107;Uberaba;2793;356781;183.5;24.0;78.1
943;2025;2;3170107;Uberaba;4541;356781;121.8;24.8;69.3
944;2025;3;3170107;Uberaba;7797;356781;92.6;25.2;65.2
945;2025;4;3170107;Uberaba;4039;356781;130.6;23.1;77.2
946;2025;5;3170107;Uberaba;3593;356781;10.3;21.1;64.7
947;2025;6;3170107;Uberaba;1560;356781;30.0;20.2;63.1
948;2025;7;3170107;Uberaba;408;356781;2.0;20.4;50.9
949;2025;8;3170107;Uberaba;278;356781;16.2;22.2;42.2
950;2025;9;3170107;Uberaba;318;356781;25.0;25.0;43.4
951;2025;10;3170107;Uberaba;325;356781;128.6;24.3;56.2
953;2015;1;3170206;Uberl̢ndia;422;761835;90.1;25.1;64.6
954;2015;2;3170206;Uberl̢ndia;1157;761835;204.2;22.8;79.4
955;2015;3;3170206;Uberl̢ndia;4182;761835;198.4;22.2;84.3
956;2015;4;3170206;Uberl̢ndia;5826;761835;75.0;22.2;80.9
957;2015;5;3170206;Uberl̢ndia;5998;761835;69.2;20.0;77.7
958;2015;6;3170206;Uberl̢ndia;1229;761835;14.4;19.6;69.9
959;2015;7;3170206;Uberl̢ndia;300;761835;6.9;20.4;63.8
960;2015;8;3170206;Uberl̢ndia;131;761835;0.7;21.8;47.3
961;2015;9;3170206;Uberl̢ndia;73;761835;59.6;24.7;52.5
962;2015;10;3170206;Uberl̢ndia;83;761835;56.3;27.4;48.3
963;2015;11;3170206;Uberl̢ndia;230;761835;135.9;24.7;74.7
964;2015;12;3170206;Uberl̢ndia;255;761835;168.8;24.1;75.8
965;2016;1;3170206;Uberl̢ndia;751;761835;430.1;22.6;86.1
966;2016;2;3170206;Uberl̢ndia;2179;761835;111.0;24.0;78.8
967;2016;3;3170206;Uberl̢ndia;2759;761835;156.8;23.4;79.5
968;2016;4;3170206;Uberl̢ndia;3522;761835;14.6;23.6;61.7
969;2016;5;3170206;Uberl̢ndia;2286;761835;6.9;22.0;63.9
970;2016;6;3170206;Uberl̢ndia;477;761835;15.5;19.7;62.6
971;2016;7;3170206;Uberl̢ndia;223;761835;0.0;20.7;49.3
972;2016;8;3170206;Uberl̢ndia;118;761835;10.8;22.0;50.0
973;2016;9;3170206;Uberl̢ndia;127;761835;4.2;25.0;44.4
974;2016;10;3170206;Uberl̢ndia;123;761835;233.1;23.9;64.8
975;2016;11;3170206;Uberl̢ndia;181;761835;234.0;22.6;78.2
976;2016;12;3170206;Uberl̢ndia;243;761835;240.6;23.3;78.7
977;2017;1;3170206;Uberl̢ndia;414;761835;152.1;23.3;78.5
978;2017;2;3170206;Uberl̢ndia;446;761835;87.0;23.1;77.3
979;2017;3;3170206;Uberl̢ndia;570;761835;70.0;23.2;74.9
980;2017;4;3170206;Uberl̢ndia;765;761835;61.6;22.5;73.4
981;2017;5;3170206;Uberl̢ndia;489;761835;22.7;21.2;72.0
982;2017;6;3170206;Uberl̢ndia;267;761835;1.7;19.7;63.8
983;2017;7;3170206;Uberl̢ndia;198;761835;0.0;18.2;55.4
984;2017;8;3170206;Uberl̢ndia;214;761835;0.4;21.9;48.4
985;2017;9;3170206;Uberl̢ndia;146;761835;24.3;23.1;41.2
986;2017;10;3170206;Uberl̢ndia;107;761835;81.5;24.8;53.9
987;2017;11;3170206;Uberl̢ndia;104;761835;172.3;22.4;77.9
988;2017;12;3170206;Uberl̢ndia;187;761835;143.7;22.7;81.7
989;2017;12;3170206;Uberl̢ndia;120;761835;143.7;22.7;81.7
990;2018;1;3170206;Uberl̢ndia;270;761835;166.6;23.0;76.8
991;2018;2;3170206;Uberl̢ndia;292;761835;159.8;22.5;81.6
992;2018;3;3170206;Uberl̢ndia;323;761835;80.8;23.6;77.6
993;2018;4;3170206;Uberl̢ndia;935;761835;44.6;21.7;73.7
994;2018;5;3170206;Uberl̢ndia;768;761835;14.7;20.0;65.4
995;2018;6;3170206;Uberl̢ndia;332;761835;1.0;20.5;63.7
996;2018;7;3170206;Uberl̢ndia;209;761835;0.0;19.8;54.5
997;2018;8;3170206;Uberl̢ndia;84;761835;7.0;21.2;55.9
998;2018;9;3170206;Uberl̢ndia;146;761835;30.6;23.0;54.1
999;2018;10;3170206;Uberl̢ndia;180;761835;128.7;24.1;71.6
1000;2018;11;3170206;Uberl̢ndia;266;761835;258.4;22.0;82.7
1001;2018;12;3170206;Uberl̢ndia;532;761835;160.5;23.3;77.3
1002;2018;12;3170206;Uberl̢ndia;249;761835;160.5;23.3;77.3
1003;2019;1;3170206;Uberl̢ndia;2543;761835;45.6;24.6;68.2
1004;2019;2;3170206;Uberl̢ndia;6869;761835;188.7;23.6;78.7
1005;2019;3;3170206;Uberl̢ndia;11626;761835;137.0;22.9;81.1
1006;2019;4;3170206;Uberl̢ndia;8280;761835;100.1;22.3;78.3
1007;2019;5;3170206;Uberl̢ndia;4029;761835;20.9;21.6;71.2
1008;2019;6;3170206;Uberl̢ndia;972;761835;0.0;19.8;59.9
1009;2019;7;3170206;Uberl̢ndia;270;761835;0.8;19.3;53.2
1010;2019;8;3170206;Uberl̢ndia;154;761835;2.9;21.8;50.3
1011;2019;9;3170206;Uberl̢ndia;380;761835;35.1;25.8;42.2
1012;2019;10;3170206;Uberl̢ndia;181;761835;54.6;24.9;57.8
1013;2019;11;3170206;Uberl̢ndia;195;761835;188.1;24.1;74.1
1014;2019;12;3170206;Uberl̢ndia;253;761835;233.2;22.9;81.4
1015;2019;12;3170206;Uberl̢ndia;64;761835;233.2;22.9;81.4
1016;2020;1;3170206;Uberl̢ndia;595;761835;369.6;23.3;84.4
1017;2020;2;3170206;Uberl̢ndia;664;761835;228.2;22.5;86.6
1018;2020;3;3170206;Uberl̢ndia;799;761835;113.1;22.6;78.4
1019;2020;4;3170206;Uberl̢ndia;326;761835;43.8;21.9;72.8
1020;2020;5;3170206;Uberl̢ndia;493;761835;17.1;18.9;67.5
1021;2020;6;3170206;Uberl̢ndia;454;761835;1.1;20.2;63.4
1022;2020;7;3170206;Uberl̢ndia;301;761835;0.0;20.6;52.3
1023;2020;8;3170206;Uberl̢ndia;277;761835;2.2;21.5;45.5
1024;2020;9;3170206;Uberl̢ndia;253;761835;15.0;25.1;37.7
1025;2020;10;3170206;Uberl̢ndia;224;761835;147.6;25.5;57.9
1026;2020;11;3170206;Uberl̢ndia;216;761835;78.9;23.6;63.0
1027;2020;12;3170206;Uberl̢ndia;224;761835;205.3;23.6;76.7
1028;2021;1;3170206;Uberl̢ndia;355;761835;129.2;23.8;71.8
1029;2021;2;3170206;Uberl̢ndia;225;761835;209.5;22.7;80.3
1030;2021;3;3170206;Uberl̢ndia;184;761835;59.2;23.1;72.9
1031;2021;4;3170206;Uberl̢ndia;190;761835;22.2;22.3;58.9
1032;2021;5;3170206;Uberl̢ndia;173;761835;6.4;21.4;57.6
1033;2021;6;3170206;Uberl̢ndia;135;761835;4.1;20.2;57.8
1034;2021;7;3170206;Uberl̢ndia;127;761835;0.4;18.9;41.7
1035;2021;8;3170206;Uberl̢ndia;174;761835;2.4;22.6;39.1
1036;2021;9;3170206;Uberl̢ndia;153;761835;8.5;26.8;35.8
1037;2021;10;3170206;Uberl̢ndia;293;761835;160.7;23.6;70.0
1038;2021;11;3170206;Uberl̢ndia;224;761835;177.0;23.0;73.0
1039;2021;12;3170206;Uberl̢ndia;112;761835;166.3;22.9;76.5
1040;2022;1;3170206;Uberl̢ndia;393;761835;210.3;22.5;80.8
1041;2022;2;3170206;Uberl̢ndia;629;761835;185.0;22.3;82.1
1042;2022;3;3170206;Uberl̢ndia;1290;761835;73.3;23.5;70.7
1043;2022;4;3170206;Uberl̢ndia;2201;761835;27.6;23.2;64.1
1044;2022;5;3170206;Uberl̢ndia;2282;761835;23.6;19.2;63.1
1045;2022;6;3170206;Uberl̢ndia;1034;761835;6.5;19.6;59.6
1046;2022;7;3170206;Uberl̢ndia;420;761835;0.0;20.3;47.9
1047;2022;8;3170206;Uberl̢ndia;329;761835;13.4;21.4;44.4
1048;2022;9;3170206;Uberl̢ndia;459;761835;78.7;23.9;48.6
1049;2022;10;3170206;Uberl̢ndia;467;761835;85.3;24.0;60.5
1050;2022;11;3170206;Uberl̢ndia;535;761835;118.0;22.3;69.1
1051;2022;12;3170206;Uberl̢ndia;506;761835;343.0;22.1;81.4
1052;2023;1;3170206;Uberl̢ndia;1757;761835;320.1;21.8;84.7
1053;2023;2;3170206;Uberl̢ndia;4260;761835;77.4;23.1;78.7
1054;2023;3;3170206;Uberl̢ndia;8743;761835;71.4;23.0;74.3
1055;2023;4;3170206;Uberl̢ndia;10851;761835;109.9;21.6;77.5
1056;2023;5;3170206;Uberl̢ndia;6125;761835;10.7;20.2;60.1
1057;2023;6;3170206;Uberl̢ndia;1807;761835;6.6;18.7;61.3
1058;2023;7;3170206;Uberl̢ndia;1007;761835;3.3;20.4;51.7
1059;2023;8;3170206;Uberl̢ndia;568;761835;33.3;22.6;49.4
1060;2023;9;3170206;Uberl̢ndia;502;761835;26.6;25.8;49.9
1061;2023;10;3170206;Uberl̢ndia;683;761835;131.1;25.8;64.1
1062;2023;11;3170206;Uberl̢ndia;535;761835;70.4;26.0;58.1
1063;2023;12;3170206;Uberl̢ndia;393;761835;126.0;25.0;69.7
1064;2023;12;3170206;Uberl̢ndia;366;761835;126.0;25.0;69.7
1065;2024;1;3170206;Uberl̢ndia;4558;761835;192.3;23.6;77.4
1066;2024;2;3170206;Uberl̢ndia;9306;761835;132.4;23.4;77.1
1067;2024;3;3170206;Uberl̢ndia;8425;761835;206.9;23.9;79.5
1068;2024;4;3170206;Uberl̢ndia;3311;761835;26.0;23.3;70.6
1069;2024;5;3170206;Uberl̢ndia;2829;761835;1.8;22.1;58.7
1070;2024;6;3170206;Uberl̢ndia;1151;761835;0.2;20.5;52.9
1071;2024;7;3170206;Uberl̢ndia;426;761835;0.0;21.0;45.1
1072;2024;8;3170206;Uberl̢ndia;239;761835;0.0;21.9;39.3
1073;2024;9;3170206;Uberl̢ndia;514;761835;10.9;26.5;31.2
1074;2024;10;3170206;Uberl̢ndia;373;761835;183.4;24.9;64.6
1075;2024;11;3170206;Uberl̢ndia;597;761835;210.2;23.0;78.2
1076;2024;12;3170206;Uberl̢ndia;1114;761835;249.4;23.3;79.4
1077;2024;12;3170206;Uberl̢ndia;358;761835;249.4;23.3;79.4
1078;2025;1;3170206;Uberl̢ndia;3771;761835;204.7;23.4;79.9
1079;2025;2;3170206;Uberl̢ndia;5935;761835;99.7;24.5;67.8
1080;2025;3;3170206;Uberl̢ndia;7380;761835;96.4;24.7;66.4
1081;2025;4;3170206;Uberl̢ndia;4884;761835;132.5;22.8;78.1
1082;2025;5;3170206;Uberl̢ndia;3946;761835;1.6;21.2;62.6
1083;2025;6;3170206;Uberl̢ndia;1773;761835;17.9;20.3;60.5
1084;2025;7;3170206;Uberl̢ndia;529;761835;1.7;20.3;49.3
1085;2025;8;3170206;Uberl̢ndia;700;761835;9.2;22.2;39.4
1086;2025;9;3170206;Uberl̢ndia;863;761835;44.1;24.9;42.1
1087;2025;10;3170206;Uberl̢ndia;684;761835;87.9;24.2;54.5
